Latitude,Longitude,StationName,State,County,StationID,Date,Time,RainAccumulation(Inches),WindSpeed(MPH),WindDirection(Degrees),AirTempreture(Fahrenheit),RelativeHumidity(%),SolarRadiation(W/M^2)
44.45583,-107.44944,MILL CREEK,WY,Big Horn,16922417,2022/08/01,15:58:00+00,5.71,9.0,285.0,71.0,24.0,559.0
35.30298,-120.67874,SAN LUIS OBISPO,CA,San Luis Obispo,17096744,2022/08/31,12:54:00+00,13.79,3.0,346.0,55.0,98.0,0.0
39.72417,-105.25028,LOOKOUT MOUNTAIN,CO,Jefferson,17553441,2022/07/19,17:11:00+00,8.1,6.0,294.0,81.0,28.0,669.0
19.23222,-155.78,KAHUKU,HI,Hawaii,17233194,2022/03/15,13:30:00+00,2.43,9.0,86.0,55.0,28.0,0.0
43.00167,-123.77861,SIGNAL TREE,OR,Coos,16853303,2022/05/05,00:35:00+00,15.43,15.0,291.0,57.0,68.0,550.0
41.10948,-122.69747,SCORPION,CA,Trinity,16966199,2022/08/31,13:31:59+00,28.42,0.0,78.0,65.0,50.0,0.0
36.50722,-113.81611,OLAF KNOLLS,AZ,Mohave,16788271,2022/03/15,12:33:59+00,0.51,14.0,44.0,49.0,27.0,0.0
36.38254,-120.85582,HERNANDEZ,CA,San Benito,17094693,2022/03/15,13:07:00+00,7.17,9.0,259.0,52.0,45.0,0.0
43.04972,-111.37944,DALE BITNER,ID,Bonneville,17344287,2022/03/15,12:45:00+00,0.0,15.0,121.0,19.0,78.0,0.0
39.06625,-116.31456,SEVEN MILE,NV,Eureka,16818505,2022/03/15,12:36:59+00,0.4,8.0,142.0,34.0,46.0,0.0
43.95215,-114.75735,HORTON PEAK,ID,Custer,16947765,2022/07/06,18:43:00+00,0.21,5.0,185.0,63.0,40.0,479.0
36.36139,-78.09935,WARRENTON,NC,Warren,17348648,2022/08/31,13:17:00+00,29.9,2.0,292.0,75.0,85.0,254.0
45.43778,-91.11697,LADYSMITH,WI,Rusk,17452578,2022/08/31,13:05:59+00,22.6,2.0,272.0,65.0,85.0,116.0
38.34587,-120.22952,COTTAGE,CA,Calaveras,17309755,2022/08/01,20:55:00+00,24.05,8.0,195.0,74.0,43.0,704.0
36.96213,-119.17556,FENCE MEADOW,CA,Fresno,17120577,2022/04/27,18:01:00+00,18.29,7.0,253.0,55.0,53.0,790.0
41.6525,-118.04417,DOUBLE H,NV,Humboldt,16814659,2022/08/31,12:46:59+00,3.95,2.0,205.0,74.0,21.0,0.0
45.45722,-123.8025,TILLAMOOK,OR,Tillamook,17175066,2022/07/27,22:12:59+00,87.09,6.0,300.0,68.0,73.0,793.0
68.07083,-158.70417,NOATAK,AK,Northwest Arctic,16903982,2022/07/19,20:58:00+00,2.43,15.0,145.0,45.0,78.0,325.0
36.41067,-118.80922,CASE MOUNTAIN,CA,Tulare,17338666,2022/05/05,00:35:00+00,14.47,3.0,218.0,65.0,27.0,524.0
37.83888,-118.77189,DEXTER,CA,Mono,16953645,2022/07/29,20:53:00+00,5.74,7.0,20.0,80.0,16.0,277.0
31.50222,-92.46167,CATAHOULA,LA,Grant,17053222,2022/03/15,12:43:00+00,13.67,1.0,243.0,50.0,99.0,2.0
34.40583,-111.28306,SHADOW RIM,AZ,Gila,17553943,2022/08/31,13:09:00+00,14.51,2.0,327.0,60.0,67.0,1.0
55.39583,-116.10806,3 MILE (TEST),ID,Clark,17192241,2022/03/13,19:12:59+00,0.72,4.0,143.0,38.0,60.0,526.0
37.85472,-109.83889,NORTH LONG POINT,UT,San Juan,16945715,2022/08/31,12:39:00+00,6.83,2.0,133.0,53.0,54.0,0.0
38.74167,-75.41528,REDDEN,DE,Sussex,17418268,2022/03/31,13:09:00+00,8.22,5.0,227.0,65.0,77.0,122.0
37.78611,-122.14472,OAKLAND SOUTH,CA,Alameda,17064214,2022/08/31,12:33:00+00,0.07,7.0,243.0,53.0,100.0,0.0
35.70806,-99.90472,CHEYENNE,OK,Roger Mills,17464865,2022/03/24,05:58:59+00,2.09,8.0,257.0,32.0,71.0,0.0
45.6375,-116.46861,PITTSBURG LANDING,ID,Idaho,17012535,2022/06/24,02:11:00+00,9.36,12.0,65.0,77.0,36.0,235.0
46.54069,-112.85533,GRACE,ID,Caribou,16822330,2021/12/02,15:33:59+00,15.23,2.0,181.0,39.0,78.0,0.0
40.44192,-120.62694,HIDDEN VALLEY,CA,Lassen,16813398,2022/08/31,13:12:00+00,0.1,6.0,177.0,91.0,21.0,762.0
19.3175,-155.29222,PALI2,HI,Hawaii,16909108,2022/08/25,02:02:00+00,15.23,8.0,116.0,70.0,87.0,196.0
35.12317,-115.41131,MID HILLS,CA,San Bernardino,16799789,2022/03/15,12:52:00+00,0.17,2.0,307.0,43.0,32.0,0.0
33.984,-118.00943,WHITTIER HILLS,CA,Los Angeles,17188155,2022/03/15,12:58:00+00,0.19,3.0,58.0,56.0,79.0,0.0
30.105,-94.93139,DAYTON,TX,Liberty,17322277,2022/06/27,05:22:00+00,19.9,2.0,172.0,82.0,72.0,0.0
33.81694,-117.46361,LAKE MATHEWS,CA,Riverside,16856385,2022/08/31,13:17:00+00,1.13,2.0,309.0,81.0,26.0,0.0
36.03708,-106.04964,BLACK MESA,NM,Rio Arriba,17119008,2022/04/04,16:34:00+00,1.35,11.0,148.0,55.0,26.0,609.0
46.62167,-116.21833,DENT,ID,Clearwater,17194035,2022/05/02,23:09:00+00,10.26,13.0,222.0,53.0,61.0,326.0
45.80389,-97.45083,MARSHALL CO,SD,Marshall,17174819,2022/08/31,12:59:00+00,11.92,8.0,201.0,64.0,70.0,71.0
62.82278,-156.61389,FLAT,AK,Yukon-Koyukuk,17073441,2022/08/31,12:52:00+00,13.14,12.0,191.0,45.0,99.0,0.0
35.14278,-93.895,BOONEVILLE,AR,Logan,17125163,2022/08/31,13:02:59+00,19.08,1.0,139.0,75.0,100.0,46.0
42.59772,-123.10503,EVANS CREEK,OR,Jackson,16857422,2022/08/31,12:59:00+00,12.95,0.0,104.0,69.0,43.0,0.0
47.04136,-113.98631,POINT 6,MT,Missoula,17035069,2022/06/23,01:59:00+00,8.04,22.0,261.0,57.0,41.0,422.0
45.57722,-109.87889,DERBY MOUNTAIN,MT,Sweet Grass,17035817,2022/08/04,14:35:00+00,11.93,5.0,187.0,78.0,27.0,269.0
35.12317,-115.41131,MID HILLS,CA,San Bernardino,16799791,2022/08/31,12:52:00+00,6.73,3.0,300.0,72.0,39.0,0.0
43.51444,-119.29472,SAGE HEN,OR,Harney,16852782,2022/05/05,00:43:59+00,1.96,14.0,88.0,71.0,26.0,474.0
43.565,-116.20806,HYDROMET TEST 1,ID,Ada,19758603,2022/03/15,13:14:00+00,1.4,12.0,276.0,47.0,65.0,0.0
47.24,-95.19,ITASCA,MN,Clearwater,17207075,2022/03/15,13:08:00+00,15.98,4.0,180.0,30.0,75.0,14.0
32.86722,-98.56167,POSSUM KINGDOM,TX,Palo Pinto,17310243,2022/08/31,13:05:00+00,11.25,3.0,133.0,75.0,96.0,26.0
36.89047,-82.45708,FLATWOODS,VA,Wise,17048867,2022/08/24,19:11:00+00,1.27,1.0,336.0,52.0,68.0,778.0
46.27139,-122.89194,CASTLE ROCK,WA,Cowlitz,17388841,2022/03/15,13:09:00+00,37.73,1.0,177.0,46.0,100.0,0.0
34.43501,-118.51318,SAUGUS,CA,Los Angeles,17111352,2022/03/15,12:57:00+00,6.89,4.0,79.0,52.0,53.0,0.0
39.46003,-108.88031,DEMAREE,CO,Garfield,17067047,2022/07/18,09:49:59+00,4.64,9.0,198.0,72.0,32.0,0.0
46.01147,-123.55628,TIDEWATER,OR,Clatsop,17335341,2022/03/23,05:15:00+00,68.57,2.0,70.0,52.0,100.0,0.0
45.31917,-116.8675,HARL BUTTE,OR,Wallowa,17000240,2022/08/10,21:56:00+00,8.27,13.0,161.0,74.0,51.0,758.0
35.428,-78.02282,FINCH'S STATION,NC,Wayne,17498678,2022/08/31,13:15:00+00,20.43,2.0,355.0,79.0,80.0,333.0
38.69389,-82.63972,DEAN,OH,Lawrence,17079849,2022/03/15,13:12:00+00,13.24,4.0,198.0,49.0,44.0,59.0
40.61948,-121.89962,WHITMORE,CA,Shasta,17105453,2022/06/24,02:26:00+00,30.04,1.0,270.0,87.0,23.0,141.0
32.90972,-105.46972,MAYHILL,NM,Otero,17041453,2022/03/15,13:02:00+00,0.66,5.0,253.0,28.0,55.0,0.0
44.25239,-123.46386,VILLAGE CREEK,OR,Lane,16854594,2022/03/15,12:54:00+00,48.84,1.0,160.0,43.0,100.0,0.0
34.77614,-113.3375,GOODWIN MESA,AZ,Yavapai,16791606,2022/05/02,23:21:00+00,1.67,12.0,206.0,77.0,12.0,746.0
41.33267,-120.47281,JUNIPER CREEK,CA,Modoc,16804149,2022/03/15,12:53:00+00,5.29,5.0,155.0,48.0,43.0,223.0
34.29058,-117.2135,ROCK CAMP,CA,San Bernardino,17411367,2022/03/15,13:02:00+00,18.47,7.0,155.0,53.0,29.0,0.0
40.35167,-106.21528,WILLOW CREEK,CO,Jackson,16928042,2022/03/15,12:52:00+00,1.53,5.0,179.0,21.0,59.0,0.0
38.24031,-94.66756,STATE LINE,KS,Linn,17512225,2022/08/30,23:47:00+00,26.45,1.0,10.0,87.0,37.0,227.0
46.24414,-107.88269,BILLINGS QD #1,MT,Yellowstone,17481796,2022/03/15,12:51:00+00,0.18,8.0,147.0,43.0,50.0,0.0
38.90417,-120.70522,BALD MTN LOC,CA,El Dorado,16952126,2022/08/31,12:36:00+00,1.97,1.0,162.0,73.0,22.0,0.0
48.87528,-119.06667,LOST LAKE,WA,Okanogan,16983105,2022/06/08,09:36:59+00,6.31,5.0,157.0,56.0,49.0,0.0
39.63369,-109.26525,MCCOOK RIDGE,UT,Uintah,16870458,2022/04/25,16:27:00+00,4.3,6.0,2.0,45.0,55.0,698.0
45.05486,-105.94842,BRADSHAW CREEK,MT,Powder River,16831794,2022/08/31,13:25:00+00,8.37,2.0,230.0,63.0,45.0,51.0
46.61,-122.90833,CHEHALIS,WA,Lewis,17347111,2022/03/15,13:09:00+00,33.88,2.0,152.0,47.0,91.0,0.0
35.61167,-118.405,LYNCH CANYON,CA,Kern,17518617,2022/08/22,16:18:59+00,0.34,4.0,353.0,83.0,25.0,434.0
39.6725,-119.77,DESERT SPRINGS,NV,Washoe,16840498,2022/05/02,22:41:00+00,0.69,35.0,284.0,55.0,29.0,710.0
34.12408,-116.40883,YUCCA VALLEY,CA,San Bernardino,17105705,2022/03/15,12:56:00+00,2.84,0.0,219.0,42.0,39.0,0.0
48.61917,-120.10861,FIRST BUTTE,WA,Okanogan,16982338,2022/08/31,12:36:59+00,4.4,4.0,120.0,70.0,27.0,0.0
32.99031,-116.06697,FISH CREEK MOUNTAINS,CA,Imperial,16802097,2022/05/05,01:26:00+00,0.67,8.0,140.0,90.0,8.0,315.0
41.02556,-77.16722,GARDEN HOLLOW,PA,Centre,17527575,2022/08/25,22:09:00+00,25.21,1.0,351.0,76.0,57.0,66.0
33.34123,-116.78982,CNF30 PORTABLE,CA,San Diego,19871238,2022/07/25,18:13:00+00,10.66,7.0,85.0,83.0,42.0,859.0
44.70192,-113.34692,LEADORE CREEK,ID,Lemhi,16823861,2022/08/31,12:36:00+00,5.96,2.0,121.0,48.0,39.0,0.0
32.44694,-97.81694,GRANBURY,TX,Hood,17427236,2022/08/31,13:04:00+00,12.86,0.0,339.0,75.0,94.0,33.0
42.77908,-123.73464,CALVERT PEAK,OR,Curry,16857147,2022/07/19,19:41:00+00,26.33,2.0,302.0,82.0,34.0,912.0
47.56214,-107.5285,SOUTH SAWMILL CREEK,MT,Garfield,16831019,2022/03/17,17:09:00+00,5.8,11.0,251.0,41.0,43.0,563.0
39.24444,-119.88083,LITTLE VALLEY (WRCC),NV,Washoe,17371940,2022/05/02,22:39:00+00,3.08,18.0,262.0,47.0,54.0,839.0
35.803,-82.6504,7 MILE RIDGE,NC,Madison,17426729,2022/08/31,12:36:59+00,26.58,0.0,256.0,63.0,96.0,96.0
31.97236,-104.94791,PX WELL,TX,Hudspeth,17572372,2022/03/15,12:54:00+00,0.49,4.0,130.0,37.0,48.0,0.0
61.08861,-149.73861,RABBIT CREEK,AK,Anchorage,17482785,2022/04/26,22:56:00+00,0.0,3.0,227.0,53.0,61.0,682.0
44.68667,-112.54167,ANTELOPE,MT,Beaverhead,16825896,2022/05/19,15:00:00+00,1.45,24.0,339.0,37.0,35.0,384.0
37.03083,-122.18781,COAST DAIRIES,CA,Santa Cruz,19753480,2022/05/05,01:09:00+00,25.65,5.0,291.0,68.0,52.0,414.0
41.26909,-123.18897,BLUE RIDGE (KNF),CA,Siskiyou,17207846,2022/08/31,12:52:00+00,17.01,9.0,347.0,61.0,44.0,0.0
40.81317,-121.34256,LNF07 PORTABLE,CA,Shasta,17569600,2022/03/03,11:53:00+00,0.0,0.0,252.0,41.0,76.0,0.0
37.03083,-122.18781,COAST DAIRIES,CA,Santa Cruz,19753479,2022/03/15,13:09:00+00,22.46,5.0,303.0,53.0,100.0,0.0
47.21492,-114.0287,PISTOL CREEK,MT,Lake,17137696,2022/08/31,12:42:00+00,10.39,5.0,175.0,64.0,30.0,0.0
36.84361,-118.26556,OAK CREEK,CA,Inyo,17006908,2022/03/15,12:43:00+00,0.0,6.0,293.0,46.0,33.0,0.0
35.72167,-118.49889,WOFFORD HEIGHTS,CA,Kern,16798518,2022/05/05,01:01:00+00,1.8,12.0,285.0,75.0,17.0,419.0
31.10972,-83.42694,ADEL,GA,Cook,17327902,2022/08/31,13:04:00+00,33.85,2.0,229.0,81.0,87.0,209.0
31.10972,-83.42694,ADEL,GA,Cook,17327905,2022/01/18,15:04:00+00,2.74,5.0,353.0,43.0,62.0,361.0
46.42028,-92.80083,MOOSE LAKE,MN,Carlton,17133864,2022/03/15,13:08:00+00,0.28,3.0,215.0,20.0,69.0,30.0
32.67475,-116.09447,MOUNTAIN SPRINGS GRADE,CA,San Diego,17569045,2022/06/24,01:50:59+00,3.19,19.0,231.0,92.0,21.0,271.0
38.94583,-75.93556,TUCKAHOE,MD,Caroline,17554714,2022/08/31,13:15:59+00,29.4,4.0,319.0,77.0,72.0,343.0
44.29663,-90.72678,BLACK RIVER FALLS,WI,Jackson,17450793,2022/08/31,13:15:59+00,23.1,2.0,242.0,67.0,77.0,184.0
43.25861,-98.75917,LAKE ANDES,SD,Charles Mix,17409325,2022/08/31,12:42:00+00,14.3,9.0,214.0,66.0,69.0,11.0
34.18847,-112.13467,SUNSET POINT,AZ,Yavapai,16792877,2022/03/15,12:53:00+00,0.82,9.0,34.0,48.0,31.0,0.0
46.35389,-121.60417,ORR CREEK,WA,Skamania,16974901,2022/06/29,07:09:00+00,57.42,0.0,297.0,49.0,100.0,0.0
55.69674,-132.5403,THORNE RIVER,AK,Prince of Wales-Outer Ketchikan,17003830,2022/06/03,04:55:00+00,25.41,1.0,137.0,63.0,56.0,10.0
37.65111,-108.53694,SALTER,CO,Dolores,16929075,2022/03/15,13:25:00+00,5.23,1.0,322.0,20.0,61.0,0.0
41.39007,-123.49267,SOMES BAR,CA,Siskiyou,16955190,2022/07/06,19:17:00+00,44.45,8.0,162.0,78.0,53.0,946.0
41.47892,-122.45462,WEED AIRPORT,CA,Siskiyou,17104935,2022/08/31,12:48:00+00,6.68,12.0,167.0,74.0,38.0,0.0
29.10636,-81.62944,CENTRAL,FL,Lake,17046831,2022/03/15,12:58:00+00,7.63,0.0,47.0,63.0,96.0,40.0
45.38953,-87.96541,WAUSAUKEE,WI,Marinette,17451300,2022/03/15,13:05:59+00,1.25,2.0,206.0,27.0,97.0,23.0
42.82861,-116.58861,TRIANGLE,ID,Owyhee,16817452,2022/05/02,22:56:00+00,5.23,16.0,283.0,42.0,74.0,517.0
40.72149,-123.49629,UNDERWOOD,CA,Trinity,17245244,2022/05/02,23:25:00+00,28.93,5.0,220.0,52.0,39.0,853.0
35.91167,-81.1375,TAYLORSVILLE (LENOIR),NC,Alexander,17084705,2022/03/15,13:04:00+00,10.62,1.0,224.0,41.0,76.0,60.0
44.58179,-104.7195,DEVILS TOWER,WY,Crook,17137189,2022/06/14,15:23:00+00,8.91,3.0,91.0,49.0,83.0,156.0
48.43919,-93.04999,KABNAM,MN,St. Louis,17135639,2022/08/31,13:31:00+00,24.47,3.0,297.0,65.0,74.0,232.0
39.01883,-122.41169,COUNTY LINE,CA,Lake,16804419,2022/08/31,12:36:59+00,14.08,2.0,208.0,71.0,19.0,0.0
31.18694,-90.47806,PIKE,MS,Pike,17401371,2022/03/10,00:10:00+00,5.34,5.0,237.0,53.0,74.0,22.0
36.45308,-112.23825,DRY PARK,AZ,Coconino,16936251,2022/06/19,21:38:00+00,2.42,7.0,226.0,69.0,7.0,1053.0
34.23917,-111.30278,PAYSON,AZ,Gila,16940088,2022/08/31,13:11:00+00,10.11,1.0,174.0,67.0,50.0,1.0
38.54053,-105.20397,FOUR MILE,CO,Fremont,17567774,2022/05/02,22:39:00+00,3.19,8.0,169.0,61.0,31.0,645.0
32.90775,-114.47403,SQUAW LAKE,CA,Imperial,16796468,2022/05/01,22:27:00+00,0.54,10.0,222.0,95.0,10.0,867.0
44.54312,-72.52906,ELMORE,VT,Lamoille,17293352,2022/08/31,12:49:00+00,22.41,3.0,310.0,66.0,89.0,97.0
44.38167,-103.45722,SDFO QD1,SD,Meade,17472822,2022/01/06,12:51:00+00,0.0,0.0,40.0,33.0,100.0,0.0
46.35781,-118.8685,JUNIPER DUNES,WA,Franklin,16873012,2022/05/05,00:49:00+00,3.08,1.0,226.0,76.0,34.0,304.0
44.84361,-108.095,WILLOW CREEK,WY,Big Horn,19625488,2022/08/01,16:50:00+00,4.45,2.0,162.0,86.0,22.0,429.0
44.57386,-109.26136,RATTLESNAKE MTN.,WY,Park,16876592,2022/06/16,01:41:00+00,10.48,6.0,218.0,54.0,33.0,351.0
39.38583,-82.985,CHILLICOTHE,OH,Ross,17366045,2022/08/31,12:43:59+00,33.21,2.0,224.0,66.0,83.0,163.0
66.0425,-147.97139,LOST CREEK,AK,Yukon-Koyukuk,16894760,2022/05/23,19:21:59+00,0.02,4.0,82.0,47.0,35.0,606.0
47.53611,-113.71722,CONDON WORK CENTER,MT,Missoula,17024055,2022/03/15,13:09:00+00,23.96,0.0,93.0,33.0,98.0,0.0
45.16583,-111.35944,YELLOW MULE,MT,Gallatin,17081125,2022/03/07,08:03:59+00,0.26,8.0,233.0,0.0,65.0,0.0
38.56458,-77.37113,PRINCE WILLIAM,VA,Prince William,17400085,2022/05/18,13:36:00+00,16.26,1.0,106.0,67.0,42.0,543.0
40.01806,-105.36139,SUGARLOAF,CO,Boulder,17184048,2022/08/31,13:25:00+00,14.22,5.0,271.0,68.0,26.0,21.0
34.18847,-112.13467,SUNSET POINT,AZ,Yavapai,16792879,2022/08/31,12:53:00+00,6.16,7.0,30.0,74.0,48.0,0.0
64.81372,-147.6288,SMALL ARMS RANGE,AK,Fairbanks North Star,17480213,2022/04/28,19:25:00+00,1.37,1.0,226.0,50.0,37.0,386.0
32.65833,-80.39889,ACE BASIN,SC,Charleston,17572898,2022/03/15,12:59:59+00,3.41,3.0,59.0,58.0,89.0,154.0
36.07648,-108.86146,WASHINGTON PASS,NM,San Juan,17408289,2022/08/31,12:41:00+00,13.1,0.0,152.0,53.0,77.0,0.0
38.27947,-119.62331,LEAVITT LAKE,CA,Mono,19882247,2022/06/23,15:27:00+00,0.2,4.0,273.0,73.0,41.0,178.0
26.44083,-82.10472,DING DARLING NWR,FL,Lee,17530902,2022/03/15,13:17:00+00,3.4,8.0,69.0,71.0,85.0,165.0
43.90639,-123.37956,HIGH POINT,OR,Lane,16853819,2022/03/15,12:54:00+00,31.47,5.0,226.0,43.0,100.0,0.0
47.79992,-121.286,JOHNSON RIDGE,WA,Snohomish,16977463,2022/03/15,13:28:59+00,66.43,1.0,56.0,35.0,99.0,0.0
31.9961,-104.83375,DOG CANYON,TX,Culberson,17572630,2022/08/31,12:54:00+00,14.77,3.0,349.0,59.0,93.0,0.0
60.48413,-150.46057,SKILAK GUARD STATION,AK,Kenai Peninsula,17228317,2022/05/13,15:54:00+00,0.02,1.0,56.0,39.0,90.0,28.0
41.56444,-77.40861,OLD MOUNTAIN,PA,Tioga,17549086,2022/08/04,19:15:59+00,19.88,4.0,225.0,74.0,81.0,285.0
45.72306,-122.34528,LARCH MT.,WA,Clark,17389098,2022/03/15,13:09:00+00,61.64,2.0,133.0,44.0,99.0,0.0
42.49975,-123.36917,MERLIN,OR,Josephine,16856118,2022/08/31,12:58:00+00,12.16,0.0,106.0,57.0,64.0,0.0
40.43814,-114.81017,SPRUCE MOUNTAIN,NV,Elko,16842797,2022/08/31,12:42:00+00,6.16,4.0,296.0,62.0,32.0,0.0
34.06056,-108.44472,SLAUGHTER,NM,Catron,16935468,2022/04/07,20:13:00+00,0.0,6.0,344.0,59.0,8.0,966.0
42.97795,-109.12211,WIND RIVER,WY,Fremont,16783923,2022/03/15,13:02:00+00,0.85,7.0,155.0,34.0,54.0,0.0
39.35019,-113.38489,TULE VALLEY,UT,Millard,16867370,2022/03/15,12:36:59+00,0.38,4.0,45.0,39.0,44.0,0.0
35.37132,-88.82893,CHICKASAW SF,TN,Hardeman,17396521,2022/08/31,13:07:00+00,48.13,2.0,11.0,70.0,89.0,43.0
48.46083,-117.73306,LITTLE PEND OREILLE NWR,WA,Stevens,17343011,2022/03/28,10:28:59+00,3.93,2.0,114.0,33.0,94.0,0.0
43.77839,-103.64058,CUSTER,SD,Custer,17021744,2022/05/26,22:25:00+00,4.48,9.0,278.0,72.0,23.0,745.0
38.66694,-112.65125,HORSE HOLLOW,UT,Millard,16866859,2022/03/15,12:36:59+00,0.55,6.0,185.0,38.0,43.0,0.0
47.8725,-112.67083,GLEASON,MT,Teton,17034274,2022/05/13,15:09:00+00,3.3,11.0,271.0,40.0,54.0,224.0
34.34417,-87.3375,BANKHEAD,AL,Lawrence,17043492,2022/08/17,19:37:00+00,37.02,1.0,111.0,74.0,79.0,254.0
42.07956,-114.486,BULL SPRING,ID,Twin Falls,16819518,2022/05/18,13:55:00+00,0.16,0.0,303.0,36.0,95.0,26.0
48.51061,-113.99677,WEST GLACIER,MT,Flathead,17260587,2022/07/06,19:12:59+00,38.11,4.0,14.0,77.0,41.0,760.0
43.22572,-113.57483,POTTER BUTTE,ID,Blaine,16825142,2022/05/02,22:54:00+00,1.15,36.0,257.0,47.0,58.0,410.0
41.27681,-121.98057,ASH CREEK,CA,Siskiyou,16964663,2022/03/15,12:59:59+00,19.53,0.0,102.0,39.0,100.0,0.0
46.24083,-84.51111,RUDYARD,MI,Chippewa,17281057,2022/05/04,00:14:59+00,1.37,8.0,327.0,40.0,86.0,95.0
47.15222,-120.94667,PEOH POINT,WA,Kittitas,16879659,2022/06/22,00:12:00+00,14.55,5.0,270.0,68.0,42.0,576.0
36.155,-113.54944,YELLOW JOHN MOUNTAIN,AZ,Coconino,16791083,2022/03/15,12:49:59+00,1.55,0.0,67.0,21.0,94.0,0.0
37.50194,-121.73556,ROSE PEAK,CA,Alameda,17062942,2022/04/12,16:28:59+00,13.11,4.0,331.0,37.0,69.0,376.0
40.56633,-116.75769,BEACON LIGHT,NV,Lander,16837946,2022/08/31,12:39:00+00,3.29,0.0,69.0,72.0,20.0,0.0
39.93894,-122.16973,CORNING,CA,Tehama,17097006,2022/06/24,01:55:00+00,11.32,9.0,141.0,97.0,23.0,307.0
39.29158,-82.39231,ZALESKI,OH,Vinton,17366302,2022/08/31,12:51:00+00,39.7,1.0,177.0,61.0,98.0,31.0
37.0548,-121.05309,LOS BANOS,CA,Merced,17099047,2022/03/15,13:02:00+00,4.09,3.0,282.0,57.0,70.0,0.0
48.05331,-116.79335,HOODOO,ID,Bonner,17076790,2022/06/28,06:09:00+00,16.18,2.0,85.0,58.0,78.0,0.0
33.81694,-117.46361,LAKE MATHEWS,CA,Riverside,16856383,2022/03/15,13:17:00+00,0.42,3.0,160.0,58.0,57.0,0.0
32.40383,-110.27194,MULESHOE RANCH,AZ,Cochise,16794415,2022/08/31,13:02:59+00,11.1,7.0,74.0,70.0,54.0,1.0
41.89722,-100.31056,BESSEY,NE,Thomas,16926003,2022/03/15,13:24:00+00,0.29,5.0,215.0,36.0,67.0,16.0
37.18889,-93.92972,MT VERNON,MO,Lawrence,17070885,2022/08/31,12:59:59+00,30.88,2.0,90.0,68.0,77.0,78.0
34.47394,-118.76156,TEMESCAL (LPF),CA,Ventura,17208117,2022/03/16,23:13:00+00,12.43,7.0,352.0,71.0,26.0,425.0
31.38389,-97.41278,MCGREGOR,TX,McLennan,17422875,2022/04/25,16:02:00+00,4.78,11.0,23.0,64.0,92.0,150.0
47.61972,-91.3775,ISABELLA,MN,Lake,17078577,2022/08/31,13:04:00+00,22.86,6.0,295.0,60.0,81.0,132.0
48.49028,-117.43583,TACOMA CREEK,WA,Pend Oreille,16969769,2022/08/31,13:04:00+00,17.04,0.0,337.0,54.0,70.0,0.0
42.70806,-118.51,LITTLE MCCOY CREEK,OR,Harney,17397802,2022/05/05,00:57:00+00,4.51,4.0,228.0,65.0,25.0,385.0
36.45308,-112.23825,DRY PARK,AZ,Coconino,16936252,2022/08/31,12:38:00+00,12.87,4.0,80.0,50.0,48.0,0.0
38.23333,-108.56167,NUCLA,CO,Montrose,17145642,2022/03/15,22:57:59+00,0.79,6.0,235.0,64.0,14.0,570.0
59.77939,-151.16417,HOMER,AK,Kenai Peninsula,17143070,2022/05/13,16:55:00+00,0.03,3.0,220.0,41.0,78.0,145.0
37.73745,-118.99658,CRESTVIEW,CA,Mono,16953385,2022/08/20,16:53:00+00,21.82,0.0,6.0,63.0,53.0,189.0
40.77275,-118.51989,MAJUBA,NV,Humboldt,16814914,2022/03/15,12:46:59+00,0.45,4.0,269.0,46.0,46.0,0.0
44.25239,-123.46386,VILLAGE CREEK,OR,Lane,16854595,2022/05/05,00:54:00+00,59.63,2.0,263.0,69.0,54.0,395.0
39.25472,-105.13194,POLHEMUS,CO,Douglas,17353001,2022/08/31,12:54:00+00,13.76,3.0,109.0,57.0,62.0,5.0
43.53628,-117.83172,RED BUTTE,OR,Malheur,16862521,2022/05/05,01:24:00+00,22.26,5.0,133.0,70.0,28.0,353.0
44.59811,-119.30765,BOARD CREEK,OR,Grant,16857647,2022/05/11,07:28:59+00,7.68,2.0,287.0,31.0,64.0,0.0
34.73443,-120.00656,FIGUEROA,CA,Santa Barbara,17208615,2022/03/15,12:36:00+00,9.34,1.0,233.0,59.0,26.0,0.0
40.30326,-77.58981,BIG KNOB,PA,Perry,17526816,2022/03/29,06:08:00+00,7.49,5.0,259.0,22.0,49.0,0.0
36.79361,-112.0425,FOUR SPRINGS,AZ,Coconino,16814128,2022/05/02,23:19:00+00,0.44,10.0,275.0,70.0,9.0,727.0
46.776,-104.58019,PINE HILL,MT,Wibaux,16833593,2022/05/10,04:25:00+00,2.05,6.0,241.0,47.0,51.0,0.0
36.13472,-115.43,RED ROCK,NV,Clark,16846643,2022/08/31,12:33:59+00,1.84,9.0,286.0,79.0,25.0,0.0
42.89894,-111.83325,POLE CANYON,ID,Caribou,16821558,2022/05/10,03:46:59+00,2.35,2.0,224.0,25.0,71.0,0.0
34.61806,-111.34222,HAPPY JACK,AZ,Coconino,17018151,2022/03/15,13:02:00+00,1.64,0.0,60.0,18.0,91.0,0.0
44.46547,-105.8445,ECHETA,WY,Campbell,16873267,2022/05/05,00:51:00+00,1.88,9.0,156.0,50.0,78.0,102.0
32.85917,-117.10556,CAMP ELLIOTT,CA,San Diego,17475852,2022/04/28,19:24:00+00,8.08,9.0,227.0,67.0,55.0,668.0
