FireDepartmentName,SubstationName/PhysicalCity,PhysicalAddress1,County,Latitude,Longitude
Lufkin Fire Department,Station 4,802 Trailwood Blvd,Angelina,31.322,-94.7602
Lytle VFD,Lytle VFD Station #2,18505 FM 2790 NOrth,Medina,29.2416,-98.8051
Magnolia VFD,Station 185,11515 FM 1488,Montgomery,30.221871,-95.646345
Magnolia VFD,Station 183,26555 Nichols Sawmill Rd.,Montgomery,30.133177,-95.753402
Magnolia VFD,Station 182,27114 FM 2978,Montgomery,30.153439,-95.597346
Magnolia VFD,Station 184,32111 Decker Prairie Rd,Montgomery,30.133722,-95.657768
Magnolia VFD,Station 186,32707 FM 2978,Montgomery,30.214813,-95.568593
Magnolia VFD,Station 187,3112 Lone Star Ln,Montgomery,30.1714,-95.6887
Magnolia VFD,Station 188,5815 FM 149,Montgomery,30.2661,-95.7083
Magnolia VFD,Station 189,7130 S FM 1486,Montgomery,30.2669,-95.7708
Manor,Station 2,19515 Hogeye Rd.,Travis,30.2935,-97.5089
Manor,Station 1,405 W. Parsons St.  ,Travis,30.3419,-97.5612
Mansfield Fire Rescue,Station 1,"202 S Main St, ",Tarrant,32.5623,-97.1428
Mansfield Fire Rescue,Station 2 ,"1711 Country Club Dr, ",Tarrant,32.5938,-97.1097
Mansfield Fire Rescue,Station 3 ,"3100 E Broad St, ",Tarrant,32.5728,-97.0882
Mansfield Fire Rescue,Station 4,"1954 N Main St, ",Tarrant,32.5937,-97.1645
Marshall Fire Department,Marshall Fire Station 2,200 Indian Spring Road,Harrison,32.5417,-94.3343
Marshall Fire Department,Marshall Fire Station 4,101 Hughes Street,Harrison,32.5204,-94.3661
Martin County VFD,Stanton VFD,904 N Lamesa Hwy,Martin,32.1326,-101.804
Matagorda VFD,Selkirk Annex,1203 County Road 243,Matagorda,28.7557,-95.9956
McAllen Fire Department,Station 2,2811 N Main Street ,Hidalgo,26.2299,-98.2307
McAllen Fire Department,Station 3,213 E Dallas Ave,Hidalgo,26.198,-98.2186
McAllen Fire Department,Station 4,2800 S 10th St ,Hidalgo,26.1773,-98.2349
McAllen Fire Department,Station 5,5521 N 23rd St,Hidalgo,26.2543,-98.2377
McAllen Fire Department,Station 6,5500 S 23rd St,Hidalgo,26.158,-98.2539
McAllen Fire Department,Station 7,8209 N Bentson Rd,Hidalgo,26.2829,-98.2578
McKinney Fire Department,Central Fire Station ,"301 N McDonald St, ",Collin,33.1996,-96.6125
McKinney Fire Department,Station 02,2001 Community Ave,Collin,33.2176,-96.6448
McKinney Fire Department,Station 03,"4269 Eldorado Pkwy, ",Collin,33.1693,-96.6736
McKinney Fire Department,Station 04,"1401 Industrial Blvd, ",Collin,33.1775,-96.5958
McKinney Fire Department,Station 05,"6600 Virginia Pkwy, ",Collin,33.1998,-96.7049
McKinney Fire Department,Station 06,"1890 Marketplace Dr, ",Collin,33.1688,-96.6374
McKinney Fire Department,Station 07,"861 Independence Pkwy, ",Collin,33.1958,-96.7498
McKinney Fire Department,Station 08,"3445 Alma Rd, ",Collin,33.1646,-96.7151
McKinney Fire Department,Station 09,"4900 Summit View Dr, ",Collin,33.2281,-96.6781
McKinney Fire Department,Station 10,"1150 Olympic Crossing, ",Collin,33.2828,-96.6228
McMullen County VFD,Calliham ,193 Recreation Road 8,McMullen,28.4566,-98.3575
Merkel Fire Dept,Merkel #2,1015 Ash,Taylor,32.4598,-100.018
Mesquite Fire Department,Station 01,"410 S Galloway Ave, ",Dallas,32.7637,-96.5983
Mesquite Fire Department,Station 02,"4609 Sarazen Dr,",Dallas,32.827,-96.6434
Mesquite Fire Department,Station 06,"1010 Barnes Bridge Rd,",Dallas,32.8242,-96.6125
Mesquite Fire Department,Station 03,"3838 Forney Ave, ",Dallas,32.7867,-96.6541
Mesquite Fire Department,Station 05,"2141 N Galloway Ave, ",Dallas,32.7946,-96.6124
Mesquite Fire Department,Station 04,"816 Rodeo Center Blvd,",Dallas,32.7586,-96.6221
Mesquite Fire Department,Station 07,"1850 Clay Mathis Rd, ",Dallas,32.7442,-96.5547
Mid-County Vol Fire Dept,Station 2,5755 FM 1322,Caldwell,29.8082,-97.629
Midlothian Fire Dept.,Fire Station 1,1900 W. Main ST,Ellis,32.4818,-97.0152
Midlothian Fire Dept.,Fire Station 2,3661 FM 1387,Ellis,32.488,-96.9483
Midlothian Fire Dept.,Fire Station 3,770 Tower RD,Ellis,32.4291,-97.0022
Mineral Wells Fire/EMS,Station #2,3701 SE Industrial Pkwy,Palo Pinto,32.8091,-98.0786
Mission Fire Department,Station 2,200 W 1St ,Hidalgo,26.207,-98.3287
Mission Fire Department,Station 3,1804 N Shary Road ,Hidalgo,26.2171,-98.2843
Mission Fire Department,Station 4,3408 N Inspiration Rd ,Hidalgo,26.2506,-98.3438
Mission Fire Department,Station 5,2801 W Military Hwy ,Hidalgo,26.1576,-98.3037
Missouri City Fire and Rescue,Station 2,12043 McLain Blvd,Fort Bend,29.6304,-95.5191
Missouri City Fire and Rescue,Station 3,2496 Texas Pkwy,Fort Bend,29.5909,-95.5273
Missouri City Fire and Rescue,Station 4,"5955 Sienna Pkwy, ",Fort Bend,29.5342,-95.5356
Missouri City Fire and Rescue,Station 5,"190 Waters Lake Blvd, ",Fort Bend,29.4887,-95.5158
Monaville Fire Dept.,Monaville Fire Dept. St 2,37594 Richard Frey Rd,Waller,29.9513,-96.0377
Montana Vista Fire Rescue ,Station 2,"5411 Paso View Dr, ",El Paso,31.8614,-106.1373
Montgomery County E.S.D #3,Station 31,13956 FM 2854,Montgomery,30.319977,-95.573046
Montgomery County E.S.D #3,Station 34,2615 Woodforest Parkway North,Montgomery,30.282565,-95.567366
Montgomery County E.S.D #3,Station 32,19530 keencut off,Montgomery,30.28,-95.55
Montgomery County E.S.D #3,station 33,4711 HoneaEgypt Rd.,Montgomery,30.27,-95.59
Montgomery County ESD #2,Station 54,12500 Walden Road,Montgomery,30.395715,-95.613005
Montgomery County ESD #2,Station 55,18525 W. FM 1097,Montgomery,30.436534,-95.640672
Montgomery County ESD #2,Station 53,26080 Hwy. 105,Montgomery,30.366881,-95.775489
Montgomery County ESD #2,Station 52,19530 Keenan Cut Off Road,Montgomery,30.3255,-95.6678
Mt. Pleasant Fire Dept.,Mt. Pleasant Fire Department Station #2,1902 North Jefferson,Titus,33.1748,-94.9704
Nacogdoches Fire Department,Station 1,"3106 North St, ",Nacogdoches,31.6322,-94.6524
Nacogdoches Fire Department,Station 2,1900 E Main St,Nacogdoches,31.5968,-94.6381
Nacogdoches Fire Department,Station 3 ,408 SW Stallings Dr,Nacogdoches,31.5783,-94.6754
Nacogdoches Fire Department,Station 4 ,3501 NE Stallings Dr,Nacogdoches,31.6453,-94.6235
Neches VFD,Lake Frankston Neches VFD Substation,100 ACR  332,Anderson,31.7496,-95.6574
Needham Fire Rescue,Station 62,11831 Sleepy Hollow Road,Montgomery,30.173816,-95.399812
Needham Fire Rescue,Station 64,15341 Lake Lamond Rd.,Montgomery,30.232429,-95.505715
Needville Volunteer Fire Department,Woodrow NFD Station 2,17807 Jungman Rd,Fort Bend,29.36,-95.62
Nesbitt VFD,Nesbitt VFD Fire Station 2,Highway 80,Harrison,32.5304,-94.4339
Nesbitt VFD,Nesbitt VFD Fire Station 3,9091 Highway 154,Harrison,32.6027,-94.4768
New Berlin VFD,New Berlin VFD Station 2,8351 FM 467,Guadalupe,29.4397,-98.0386
New Braunfels Fire Dept.,Station 3,1333 Hanz DR,Comal,29.7256,-98.1068
New Braunfels Fire Dept.,Station 1,169 S Hill ST,Comal,29.7003,-98.1256
New Braunfels Fire Dept.,Station 2,4120 Loop 337,Comal,29.6771,-98.155
New Braunfels Fire Dept.,Station 4,2210 Alyssa Way,Comal,29.7222,-98.1747
New Braunfels Fire Dept.,Station 5,1250 W County Line Road,Comal,29.6698,-98.1216
New Braunfels Fire Dept.,Station 6,209 Stone Gate,Guadalupe,29.6937,-98.0757
New Waverly VFD,Station 73,41 Dorrell Rd,Walker,30.6926,-95.4452
New Waverly VFD,Station 74,6037 FM 1374 Rd.,Walker,30.5717,-95.5386
New Waverly VFD,Station 75,8578 State HWY 75,Walker,30.6022,-95.4815
Nocona Rural VFD,Station 231,Second Street,Montague,33.9443,-97.6204
Nolan VFD,Nolan VFD Water Staion,1720 FM  126,Nolan,32.2733,-100.2409
North East FBC FD,Station 2,11000 Clodine Rd.,Fort Bend,29.6541,-95.6793
North Hays County VFD,Station 74,14121 US Highway 290,Hays,30.1959,-98.0072
North Hays County VFD,Station 75,16716 Fitzhugh Road,Hays,30.2485,-98.0543
North Montgomery County,Station 95,10730 FM 2432,Montgomery,30.396162,-95.416398
North Montgomery County,Station 93,11261 Clint Parker road,Montgomery,30.397333,-95.353202
North Montgomery County,Station 96,13259 Calvary Road,Montgomery,30.469633,-95.555437
North Montgomery County,Station 94,13701 West FM 1097,Montgomery,30.431171,-95.563293
North Montgomery County,Station 91,200 South Kennedy Street,Montgomery,30.420956,-95.486099
North Montgomery County,Station 92,98 Hiwon Dr.,Montgomery,30.380224,-95.49597
North Richland Hills Fire Dept.,Station 1,"8001 Shadywood Ln, ",Tarrant,32.8962,-97.2008
North Richland Hills Fire Dept.,Station 2,"4001 Rufe Snow Dr, ",Tarrant,32.8218,-97.2387
North Richland Hills Fire Dept.,Station 3 ,"5328 Davis Blvd, ",Tarrant,32.8446,-97.2139
North Richland Hills Fire Dept.,Station 4,"7245 Hightower Dr, ",Tarrant,32.8753,-97.2259
North Richland Hills Fire Dept.,Station 5 ,"7202 Dick Fisher Dr N,",Tarrant,32.8583,-97.2306
Nueces County ESD #3,Driscoll Substation ,210 W Main Ave,Nueces,27.6721,-97.7526
Nueces County ESD #3,Petronila Substation,3516 FM 665,Nueces,27.6737,-97.6363
Nueces County ESD#4,Banquete Substation ,4834 2nd St ,Nueces,27.8065,-97.7993
Oak Hill FD,Station 301,9211 Circle Drive,Travis,30.2393,-97.919
Oak Island - Double Bayou VFD,Station 1,216 W Bayshore,Chambers,29.6577,-94.6901
Odessa Fire Rescue,Station 2,1801 E Murphy,Ector,31.847,-102.3427
Odessa Fire Rescue,Station 3,5151 E University ,Ector,31.8832,-102.3159
Odessa Fire Rescue,Station 4,2616 N Golder,Ector,31.8659,-102.3879
Odessa Fire Rescue,Station 5,7155 Eastridge Rd,Ector,31.8997,-102.2965
Odessa Fire Rescue,Station 6,3414 Brentwood,Ector,31.8778,-102.3495
Odessa Fire Rescue,Station 7,2425 W 16th Street,Ector,31.8483,-102.401
Odessa Fire Rescue,Station 8,301 E Yukon Road,Ector,31.9123,-102.3886
Paducah Fire Department,City Station,800 10th street,Cottle,34.0142,-100.3032
Palestine FD,Station 2,107 Seventh ST,Anderson,31.74,-95.66
Palestine FD,Station 3,518 Benbrook,Anderson,31.74,-95.6
Palestine FD,Station 4,2201 W. Spring St.,Anderson,31.77,-95.66
Pampa Fire Department,Station 2,321 E. 17th street,Gray,35.5542,-100.9623
Pasadena VFD,Station 2,529 Pasadena Blvd,Harris,29.7039,-95.2007
Pasadena VFD,Station 3,3004 Red Bluff,Harris,29.6925,-95.1701
Pasadena VFD,Station 4,101 Queens Rd,Harris,29.6764,-95.2093
Pasadena VFD,Station 5,4725 Spencer Highway,Harris,29.6659,-95.1706
Pasadena VFD,Station 12,6600 Genoa Red Bluff Rd.,Harris,29.6391,-95.1032
Pasadena VFD,Station 6,1200 Kirby Rd,Harris,29.5831,-95.0575
Pasadena VFD,Station 7,1600 Crenshaw Rd.,Harris,29.6403,-95.1851
Pasadena VFD,Station 8,4100 Space Center,Harris,29.648,-95.1441
Pasadena VFD,Station 9,4907 Donald St.,Harris,29.6001,-94.9914
Pasadena VFD,Station 10,17200 Middlebrook Dr.,Harris,29.6085,-95.1075
Pasadena VFD,Station 11,209 North Main St.,Harris,29.7153,-95.21
Pearland Fire Department,Station 1,1571 Old Alvin Rd.,Brazoria,29.5834,-95.2774
Pearland Fire Department,Station 2,6050 Fite Rd.,Brazoria,29.5527,-95.3133
Pearland Fire Department,Station 3,3207 Yost Blvd,Brazoria,29.5498,-95.2468
Pearland Fire Department,Station 4,8333 Freedom Dr.,Brazoria,29.5618,-95.3496
Pearland Fire Department,Station 5,3100 Kirby Dr.,Brazoria,29.5523,-95.399
Pearland Fire Department,Station 8,12255 Shadow Creek Parkway,Brazoria,29.5772,-95.4099
Pecan Grove,Station 2,3700 Farmer Road,Fort Bend,29.645,-95.7388
Pedernales,Station 802,22404 HWY 71 W,Travis,30.3712,-98.0759
Pedernales,Station 803,311 N Paleface Ranch Rd ,Travis,30.4425,-98.0999
Pedernales,Station 810,406 Sleat Dr,Travis,30.417,-98.045
Pettus-Tuleta Volunteer Fire Department,Tuleta,204 Main Street,Bee,28.57,-97.8
Pflugerville FD,Station 2,15300 Bratton Lane,Travis,30.454,-97.6815
Pflugerville FD,Station 3,2301 Kelly Lane,Travis,30.4673,-97.5852
Pflugerville FD,Station 4,911 Pflugerville Parkway,Travis,30.4691,-97.6351
Pharr Fire Department ,Station 1,1901 N Fir,Hidalgo,26.2115,-98.1736
Pharr Fire Department ,Station 2,120 W Cherokee,Hidalgo,26.1928,-98.1857
Pharr Fire Department ,Station 3,7107 S Cage Blvd,Hidalgo,26.1259,-98.195
Pharr Fire Department ,Station 4,10801 S International Dr,Hidalgo,26.0947,-98.2107
Plainview Fire/EMS,Station 1,215 E 6th,Hale,34.1857,-101.7009
Plainview Fire/EMS,Station 2,911 Quincy,Hale,34.1902,-101.7245
Plainview Fire/EMS,Station 3,3405 SW 3rd Street,Hale,34.1755,-101.7445
Plano Fire-Rescue,Station 02,"2630 W 15th St,",Collin,33.0188,-96.7451
Plano Fire-Rescue,Station 09,"6625 W Parker Rd,",Denton,33.0472,-96.8459
Plano Fire-Rescue,Station 10,"3540 McDermott Rd, ",Collin,33.1005,-96.7633
Plano Fire-Rescue,Station 11 ,"4800 Los Rios Blvd,",Collin,33.0572,-96.6614
Plano Fire-Rescue,Station 12,"4125 W Parker Rd, ",Collin,33.0423,-96.7725
Plano Fire-Rescue,Station 13,"6901 Corporate Dr, ",Collin,33.0725,-96.8368
Plano Fire-Rescue,Station 03,"3520 Sherrye Dr, ",Collin,33.025,-96.6644
Plano Fire-Rescue,Station 04,"6000 Roundrock Trail,",Collin,33.0568,-96.746
Plano Fire-Rescue,Station 05,"5115 W Park Blvd,  ",Collin,33.028,-96.8016
Plano Fire-Rescue,Station 06,"900 Seabrook Dr, ",Collin,33.0656,-96.7103
Plano Fire-Rescue,Station 07,"5602 Democracy Dr, ",Collin,33.0679,-96.8162
Plano Fire-Rescue,Station 08,4621 Hedgcoxe Road ,Collin,33.0868,-96.7881
Ponderosa FD,Station 62,4362 louetta road,Harris,30.0451,-95.4813
Ponderosa FD,Station 63,21455 Imperial Valley,Harris,30.0063,-95.4116
Port Arthur Fire Dept.,Station 06,"4448 9th Ave, ",Jefferson,29.9256,-93.9446
Port Arthur Fire Dept.,Station 08,"7800 9th Ave,",Jefferson,29.9475,-93.9763
Port Arthur Fire Dept.,Station 01,1215 Woodworth Blvd,Jefferson,29.8959,-93.9252
Port Arthur Fire Dept.,Station 02,"1201 Grannis Ave, ",Jefferson,29.8687,-93.9501
Port Arthur Fire Dept.,Station 03,"2232 Canal St,  ",Jefferson,29.8973,-94.0125
Port Arthur Fire Dept.,Station 04,5036 S Gulfway Dr,Jefferson,29.7352,-93.8969
Port Arthur Fire Dept.,Station 05,"6099 Lewis Dr, ",Jefferson,29.926,-93.8938
Porter Fire,Station 12-2,17290 Porter Lane,Montgomery,30.158442,-95.311073
Porter Fire,Station 12-4,23317 Sorters Rd,Montgomery,30.110297,-95.265297
Potter County Fire-Rescue,Station 6,7152 TX136,Potter,35.2809,-101.7141
Potter County Fire-Rescue,Station 1,17601 Indian Hills Road ,Potter,35.1922,-102.0452
Potter County Fire-Rescue,Station 2,"23801 Tascosa Rd, ",Potter,35.4474,-102.1041
Potter County Fire-Rescue,Station 3,"4150 N Soncy Rd,",Potter,35.2518,-101.9383
Potter County Fire-Rescue,Station 4,"8250 Tule Dr, ",Potter,35.2959,-101.8716
Prosper Fire Department,Station 2,"1140 S Teel Pkwy, ",Denton,33.2232,-96.8614
Pursley VFD,Pursley vfd station 2,507 north sillman ,Navarro,31.9493,-96.6172
Randall County Fire Dept,Station 2,9451 FM2186,Randall,35.1165,-101.9477
Randall County Fire Dept,Station 3,"22680 Pondaseta Rd, ",Randall,34.9567,-102.105
Red Oak Fire Rescue,Station 2,"1201 Pierce Rd, ",Ellis,32.517,-96.7597
Red River Army Depot,Station 2,100 James Carlo Dr ,Bowie,33.4333,-94.0953
Richardson Fire Dept.,Station 02,"1009 N Waterview Dr,",Dallas,32.9621,-96.7562
Richardson Fire Dept.,Station 03,"501 W Lookout Dr, ",Collin,32.9889,-96.728
Richardson Fire Dept.,Station 04,"1500 Apollo Rd,",Dallas,32.9526,-96.6965
Richardson Fire Dept.,Station 05,"2001 E Renner Rd, ",Collin,32.9978,-96.6861
Richardson Fire Dept.,Station 06,"3591 Park Vista Rd, ",Collin,32.9999,-96.6257
Richmond FD,Station 2,3643 Williams Way Blvd.,Fort Bend,29.5676,-95.7248
Richmond FD,Station 3,11750 Mason Rd.,Fort Bend,29.6299,-95.7443
River's End Fire Dept.,Station 2,4322 Recreation Dr,Brazoria,28.9346,-95.5506
Robinson Volunteer Fire Department,Station 2,4610 Texas 340 Loop ,McLennan,31.4934,-97.134
Rockport VFD,West Station,1602 West Terrace Blvd,Aransas,28.0275,-97.0796
Rockport VFD,South Station,Freeze Ln,Aransas,27.9727,-97.096
Rockport VFD,North Station,902 Henderson ,Aransas,28.0569,-97.043
Rockwall Fire Department,Station 2,920 Rockwall Parkway  ,Rockwall,32.8853,-96.4685
Rockwall Fire Department,Station 3 ,191 E. Quail Run Road,Rockwall,32.9515,-96.4596
Rockwall Fire Department,Station 4,2915 S. Goliad St. ,Rockwall,32.8919,-96.4368
Rosehill Fire Department,Station 03,22631 FM 2920,Harris,30.0703,-95.7752
Rosehill Fire Department,Station 04,24510 Running Iron Dr,Harris,30.021,-95.8074
Rosenberg Fire Department ,Station 01,1021 4th Street  ,Fort Bend,29.5575,-95.8054
Rosenberg Fire Department ,Station 02,5320 Reading Rd,Fort Bend,29.551,-95.7737
Rosenberg Fire Department ,Station 03,6226 August Green ,Fort Bend,29.5333,-95.7483
Round Mountain VFD,Annex,10539 US Highway 281 N,Blanco,30.42,-98.35
Round Rock Fire Department,Station 9,"2721 Sam Bass Rd,",Williamson,30.5304,-97.7228
Round Rock Fire Department,Station 3,"221 Sundance Pkwy, ",Williamson,30.4822,-97.6831
Round Rock Fire Department,Station 4,"1301 Double Creek Dr, ",Williamson,30.4985,-97.6445
Round Rock Fire Department,Station 5,"350 Deep Wood Dr, ",Williamson,30.5047,-97.7003
Round Rock Fire Department,Station 6 ,"2919 Joe Dimaggio Blvd,  ",Williamson,30.5241,-97.6402
Round Rock Fire Department,Station 7,2811 Oakmont Dr ,Williamson,30.5588,-97.6853
Round Rock Fire Department,Station 8,"1612 Red Bud Ln, ",Williamson,30.504,-97.614
Round Rock Fire Department,Station 2 ,"200 W Bagdad Ave,",Williamson,30.5075,-97.6799
Round Top-Warrenton VFD,Warrenton,4727 FM 237 ,Fayette,30.009,-96.741
Rowlett Fire Rescue,Station 01,"3900 Miller Rd,",Dallas,32.8933,-96.5651
Rowlett Fire Rescue,Station 02,"5100 Dalrock Rd,",Dallas,32.9068,-96.5184
Rowlett Fire Rescue,Station 03,"8000 Princeton Rd, ",Dallas,32.9338,-96.5299
Rowlett Fire Rescue,Station 04,"6800 Rowlett Rd, ",Dallas,32.9217,-96.5773
Rusk Volunteer Fire Dept.,Station 2,330 SH 110,Cherokee,31.8121,-95.1331
Sabine Volunteer Fire Department,Sabine Station 2,4589 West FM 1252,Gregg,32.4406,-94.9387
Sachse FD,Station 01 ,"5805 Bryan St,  ",Dallas,32.976,-96.5841
Sachse FD,Station 02,"3012 Ranch Rd,  ",Dallas,32.9895,-96.5953
Saint Hedwig FD,Lone Oak,5885 Mt. Olive Road,Bexar,29.3652,-98.2524
Salado VFD,Station 1, 205 N Stagecoach Rd,Bell,30.956,-97.535
Salado VFD,Station 2,3520 FM 2484,Bell,30.9668,-97.5369
Sam Bass Fire Department,Station 1,17505 Great Oaks Dr,Williamson,30.5171,-97.7338
Sam Bass Fire Department,Station 3,2351 Great Oaks Dr,Williamson,30.5349,-97.7377
San Angelo Fire Department,Station 2,4702 Southland Blvd,Tom Green,31.4219,-100.511
San Angelo Fire Department,Station 5,3351 Tlc Way,Tom Green,31.45,-100.4869
San Angelo Fire Department,Station 3,514 Smith Blvd,Tom Green,31.4731,-100.3978
San Angelo Fire Department,Station 7,7894 Knickerbocker Rd ,Tom Green,31.3677,-100.5014
San Angelo Fire Department,Station 6,4386 N Chadbourne St ,Tom Green,31.5051,-100.4649
San Angelo Fire Department,Station 4 ,702 E Avenue L ,Tom Green,31.4457,-100.423
San Antonio FD,FS01,515 N Cherry ,Bexar,29.426962,-98.47658
San Antonio FD,FS02,1058 W Villaret Blvd,Bexar,29.325213,-98.531813
San Antonio FD,FS03,1425 E Commerce St,Bexar,29.420828,-98.473752
San Antonio FD,FS04,1430 N St Mary's,Bexar,29.437554,-98.484429
San Antonio FD,FS05,1101 Mason St,Bexar,29.44056,-98.461707
San Antonio FD,FS06,503 W Russell Place,Bexar,29.451286,-98.498418
San Antonio FD,FS49,8710 Mystic Park,Bexar,29.524224,-98.642449
San Antonio FD,FS50,15000 Applewhite Rd,Bexar,29.273835,-98.549733
San Antonio FD,FS51,5020 Beckwith Blvd,Bexar,29.57265,-98.587414
San Antonio FD,FS52,10440 Quintana Rd,Bexar,29.318117,-98.616378
San Antonio FD,FS53,14102 Donop Rd,Bexar,29.280325,-98.397818
San Antonio FD,FS54,1215 N Foster Rd,Bexar,29.435162,-98.367454
San Antonio FD,FS43,2055 W Bitters Rd,Bexar,29.594563,-98.530859
San Antonio FD,FS44,1351 Horal Dr,Bexar,29.421941,-98.655681
San Antonio FD,FS45,3415 Rogers Rd,Bexar,29.466668,-98.690013
San Antonio FD,FS46,1165 Evans Rd,Bexar,29.639167,-98.476115
San Antonio FD,FS47,7240 Stonewall Blvd,Bexar,29.649157,-98.626269
San Antonio FD,FS48,18100 Bulverde Rd,Bexar,29.607716,-98.418254
San Antonio FD,FS37,11011 Vance Jackson,Bexar,29.541555,-98.554775
San Antonio FD,FS38,6000 Distribution,Bexar,29.482869,-98.391453
San Antonio FD,FS39,10750 Nacogdoches Rd,Bexar,29.533648,-98.424242
San Antonio FD,FS40,14331 O'connor Rd,Bexar,29.574187,-98.388937
San Antonio FD,FS41,9146 Dover Rdg,Bexar,29.511498,-98.663573
San Antonio FD,FS42,10400 Horn Blvd,Bexar,29.540787,-98.614905
San Antonio FD,FS31,11802 West Ave,Bexar,29.548135,-98.50653
San Antonio FD,FS32,4839 Charles Katz Dr,Bexar,29.51703,-98.580466
San Antonio FD,FS33,2002 SW 36th St,Bexar,29.40965,-98.574242
San Antonio FD,FS34,15300 Babcock Rd,Bexar,29.585008,-98.631166
San Antonio FD,FS35,7038 Culebra Rd,Bexar,29.451981,-98.628959
