X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-116.46861,45.6375,1005,PITTSBURG LANDING,17012535,2022/06/24 02:11:00+00,837035B8,101100,1357,"STATION SITS ON A GRASSY NOLE ABOVE THE OLD RANCH house
YARD. HIGH MOUNTAINS AND HILLS SURROUND THE AREA. THE
SNAKE RIVER CAN BE SEEN DUE SOUTH OF THE STATION APPROXI-
MATELY 1/4 MILE.",45.6375,-116.46861,ID,Idaho,USFS,01,NEZ PERCE-CLEARWATER,,A,9.36 inches,12 mph,65 degrees ,77 deg. F,74 deg. F ,36 % ,13.1 volts,6.9 (unk),54 degrees,22 mph,235 w/m2,17012535
-112.85533,46.54069,1006,GRACE,16822330,2021/12/02 15:33:59+00,325D023E,103902,6252,STATION SITS ON TO OF MTN. RIDGE LINE THAT OVERLOOKS THE GEMVALLEY.  THE GRACE POWER PLANT IS APPROX. 3 MILES EAST OFRAWS.  THERE IS A SMALL BOWL N.N.W. OF RAWS 1/3 MILE AWAY.THERE ARE OTHER MTNS. WEST OF RAWS 1 TO 4 MILES.  VEGATATIONIS SAGEBRUSH WITH SCATTERED PINION PINES.,46.54069,-112.85533,ID,Caribou,BLM,IDAHO,IDAHO FALLS,WASHINGTON D.C.,1,15.23 inches,2 mph,181 degrees ,39 deg. F,NO DATA,78 % ,12.9 volts,NO DATA,194 degrees,6 mph,0 w/m2,16822330
-120.62694,40.44192,1007,HIDDEN VALLEY,16813398,2022/08/31 13:12:00+00,324DF524,040732,4452,"Station sits just outside the southside fence of the Hidden Valley Diamond Mountain Hotshot Facility. Susanville Peak approximately 1 1/2 mi NW, Antelope Mountain approximately 2 1/2 mi W. HWY 139 200 yds E. Some grass and Juniper.",40.44192,-120.62694,CA,Lassen,BLM,R10 CA Great Basin,SUSANVILLE,WASHINGTON D.C.,A,.1 inches,6 mph,177 degrees ,91 deg. F,NO DATA,21 % ,13.4 volts,NO DATA,146 degrees,13 mph,762 w/m2,16813398
-122.62739,43.2018600000001,1008,IRAWS 32,,2022/02/28 12:33:00+00,,,,,,,,,,,,,,0 inches,0 mph,NO DATA,31 deg. F,NO DATA,64 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17993079
-155.90742,19.4219200000001,1009,PUHO CS,18151181,2022/04/27 18:23:00+00,32D61558,,97,,19.42192,-155.90742,HI,Hawaii,NPS,PACIFIC WEST,,,A,2.6 inches,1 mph,NO DATA,75 deg. F,NO DATA,68 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18151181
-155.29222,19.3175000000001,1010,PALI2,16909108,2022/08/25 02:02:00+00,FA900222,496009,2808,SITE SITS TWO MILES INLAND FROM THE OCEAN. 150 FT. OFFPARK ROAD. PARK SERVICE PERSONNEL HAVE TO ESCORT YOU TOSTATION.,19.3175,-155.29222,HI,Hawaii,NPS,PACIFIC WEST,HAWAII VOLCANOES NP,,A,15.23 inches,8 mph,116 degrees ,70 deg. F,NO DATA,87 % ,13.9 volts,NO DATA,102 degrees,13 mph,196 w/m2,16909108
-115.41131,35.1231700000001,1011,MID HILLS,16799789,2022/03/15 12:52:00+00,3254C17C,045128,5365,"STATION SITS ON SE END OF FINGER RIDGE IN AN AREA WITHMANY SAND WASHES. HIGHER RIDGES AND MOUNTAINS SURROUND THEAREA 1/4 TO 3/4 MI. IN ALL DIRECTIONS. TERRAIN IS ROCK,JUNIPER,SAGE BRUSH,MIXED CACTUS AND YUCCA.",35.12317,-115.41131,CA,San Bernardino,BLM,CALIFORNIA,CALIFORNIA DESERT,WASHINGTON D.C.,1,.17 inches,2 mph,307 degrees ,43 deg. F,NO DATA,32 % ,12.7 volts,NO DATA,297 degrees,3 mph,0 w/m2,16799789
-118.00943,33.984,1012,WHITTIER HILLS,17188155,2022/03/15 12:58:00+00,CA4237E8,045446,950,Ridgetop on western side of Whittier Wilderness Preserve.,33.984,-118.00943,CA,Los Angeles,S&PF,CALIFORNIA,LOS ANGELES COUNTY,,1,.19 inches,3 mph,58 degrees ,56 deg. F,48 deg. F ,79 % ,12.9 volts,19.3 (unk),72 degrees,5 mph,0 w/m2,17188155
-94.93139,30.1050000000001,1013,DAYTON,17322277,2022/06/27 05:22:00+00,88408162,415201,100,,30.105,-94.93139,TX,Liberty,S&PF,TEXAS,TEXAS FOREST SERVICE,East,A,19.9 inches,2 mph,172 degrees ,82 deg. F,80 deg. F ,72 % ,12.9 volts,8.7 (unk),177 degrees,8 mph,0 w/m2,17322277
-117.46361,33.81694,1014,LAKE MATHEWS,16856385,2022/08/31 13:17:00+00,3267F598,045626,1516,"Station is located in a Riverside Co. Habitat Conservation
Area. Lake Mathews N/NW 1 1/2 miles. Mostly grass some
coastal sage scrub and dead fruit trees to the west. Fruit trees in process of being removed. Landfill site south.",33.81694,-117.46361,CA,Riverside,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,,A,1.13 inches,2 mph,309 degrees ,81 deg. F,NO DATA,26 % ,12.8 volts,NO DATA,340 degrees,4 mph,0 w/m2,16856385
-106.04964,36.0370800000001,1015,BLACK MESA,17119008,2022/04/04 16:34:00+00,5213D18C,290305,5460,,36.03708,-106.04964,NM,Rio Arriba,BIA,Southwest,North. Pueblos Agen.,,1,1.35 inches,11 mph,148 degrees ,55 deg. F,NO DATA,26 % ,13.8 volts,NO DATA,158 degrees,19 mph,609 w/m2,17119008
-116.21833,46.6216700000001,1016,DENT,17194035,2022/05/02 23:09:00+00,326FC4A4,100714,1700,station is sited at Dent Acres Campground on the shore ofDworshak Reservoir.,46.62167,-116.21833,ID,Clearwater,USFS,01,NEZ PERCE-CLEARWATER,STATE OF IDAHO,A,10.26 inches,13 mph,222 degrees ,53 deg. F,56 deg. F ,61 % ,13.6 volts,7.4 (unk),295 degrees,25 mph,326 w/m2,17194035
-97.4508299999999,45.8038900000001,1017,MARSHALL CO,17174819,2022/08/31 12:59:00+00,8376A014,390701,2010,"Station is located on the Ringer WPA in Marshall County, SD.Nearest town is Lake City, SD 6 miles south of the station.Topographic features include rolling moderate to mildlysteep hills. Numerous small wetlands surround the area along",45.80389,-97.45083,SD,Marshall,FWS,REGION 6,TEWAUKON NW,WAUBAY NWR,A,11.92 inches,8 mph,201 degrees ,64 deg. F,67 deg. F ,70 % ,12.9 volts,.4 (unk),197 degrees,10 mph,71 w/m2,17174819
-111.45569,34.37172,1018,PINE,18273805,2022/03/15 13:21:59+00,325B7460,020612,5387,,34.37172,-111.45569,AZ,Gila,USFS,03,TONTO NF,,1,1.96 inches,1 mph,NO DATA,33 deg. F,NO DATA,61 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18273805
-156.61389,62.8227800000001,1019,FLAT,17073441,2022/08/31 12:52:00+00,33904794,500625,1480,,62.82278,-156.61389,AK,Yukon-Koyukuk,S&PF,ALASKA,STATE OF ALASKA,,A,13.14 inches,12 mph,191 degrees ,45 deg. F,NO DATA,99 % ,12.9 volts,NO DATA,181 degrees,28 mph,0 w/m2,17073441
-93.895,35.1427800000001,1020,BOONEVILLE,17125163,2022/08/31 13:02:59+00,3334B47C,033001,343,"Station is located at the Cold Springs R.D. in the town ofBooneville, AR.; south side of Hwy 10, on the east side oftown behind the office. No problem accessing the site.Ground is soft after a rain.",35.14278,-93.895,AR,Logan,USFS,08,OUACHITA NF,COLD SPRINGS R.D.,A,19.08 inches,1 mph,139 degrees ,75 deg. F,75 deg. F ,100 % ,13 volts,25.7 (unk),242 degrees,2 mph,46 w/m2,17125163
,,1021,TOA RIDGE,18152463,2022/04/27 18:24:00+00,32D663C8,,1270,,-14.262,-170.687,AS,,NPS,PACIFIC WEST,,,A,76.71 inches,3 mph,NO DATA,74 deg. F,NO DATA,94 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18152463
-123.10503,42.59772,1022,EVANS CREEK,16857422,2022/08/31 12:59:00+00,326B8294,353228,3257,"SITE SITS ON TOP OF FLAT MOUND APPROX. ONE ACRE IN SIZE.
BALD MTN APPROX 2 MILES DUE EAST.  BLACK BUTTE IS APPROXTLE
2 MILES DUE NORTH.  20-30 FOOT PINE AND SPARSE BUCKBRUSH.",42.59772,-123.10503,OR,Jackson,BLM,R9 Columbia Pac NW,MEDFORD,OR & CA RR PROP,A,12.95 inches,0 mph,104 degrees ,69 deg. F,NO DATA,43 % ,13 volts,NO DATA,102 degrees,1 mph,0 w/m2,16857422
-113.98631,47.0413600000001,1023,POINT 6,17035069,2022/06/23 01:59:00+00,326ED528,241519,7897,"Point 6 RAWS is located on a rocky point above Snow Bowl Ski Area. It is exposed to very extreme elements during the winter, and always gets rime build-up on the entire platform/all sensors and the mast.",47.04136,-113.98631,MT,Missoula,USFS,01,LOLO NF,MISSOULA RD,A,8.04 inches,22 mph,261 degrees ,57 deg. F,61 deg. F ,41 % ,13.6 volts,9 (unk),278 degrees,36 mph,422 w/m2,17035069
-109.87889,45.5772200000001,1024,DERBY MOUNTAIN,17035817,2022/08/04 14:35:00+00,323F05F8,244803,6600,,45.57722,-109.87889,MT,Sweet Grass,USFS,01,Custer Gallatin NF,BIG TIMBER R.D.,A,11.93 inches,5 mph,187 degrees ,78 deg. F,NO DATA,27 % ,13.3 volts,NO DATA,208 degrees,13 mph,269 w/m2,17035817
-115.41131,35.1231700000001,1025,MID HILLS,16799791,2022/08/31 12:52:00+00,3254C17C,045128,5365,"STATION SITS ON SE END OF FINGER RIDGE IN AN AREA WITH
MANY SAND WASHES. HIGHER RIDGES AND MOUNTAINS SURROUND THE
AREA 1/4 TO 3/4 MI. IN ALL DIRECTIONS. TERRAIN IS ROCK,
JUNIPER,SAGE BRUSH,MIXED CACTUS AND YUCCA.",35.12317,-115.41131,CA,San Bernardino,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON D.C.,A,6.73 inches,3 mph,300 degrees ,72 deg. F,NO DATA,39 % ,12.8 volts,NO DATA,329 degrees,6 mph,0 w/m2,16799791
-119.29472,43.51444,1026,SAGE HEN,16852782,2022/05/05 00:43:59+00,325D5242,353517,4400,STATION LOCATED IN A LARGE FLAT BASIN WITH JUNIPER GROWINGWITHIN 1 MILE AS THE ROLLING ELEVATION RISES UP APPROX.50 FEET UP TO THE SOUTHEAST AND SOUTHWEST.HWY. 20 IS APPROX. 2 MILES TO THE NORTH.,43.51444,-119.29472,OR,Harney,BLM,OREGON,BURNS,WASHINGTON D.C.,A,1.96 inches,14 mph,88 degrees ,71 deg. F,NO DATA,26 % ,13.5 volts,NO DATA,119 degrees,21 mph,474 w/m2,16852782
-108.00031,44.9429400000001,1027,WRBB PORT #2,17488726,2022/05/24 23:34:00+00,327BD576,,7024,,44.94294,-108.00031,WY,Big Horn,BLM,R7 Upper CO Basin,WORLAND,,A,2.22 inches,8 mph,35 degrees ,41 deg. F,NO DATA,76 % ,14 volts,NO DATA,39 degrees,12 mph,NO DATA,17488726
-116.20806,43.5650000000001,1028,HYDROMET TEST 1,19758603,2022/03/15 13:14:00+00,32B7F8B0,,2830,,43.565,-116.20806,ID,Ada,BLM,IDAHO,BLM/NIFC,RAWS,1,1.4 inches,12 mph,276 degrees ,47 deg. F,45 deg. F ,65 % ,12.7 volts,NO DATA,289 degrees,NO DATA,0 w/m2,19758603
-95.1899999999999,47.2400000000001,1029,ITASCA,17207075,2022/03/15 13:08:00+00,70708652,211401,1480,,47.24,-95.19,MN,Clearwater,S&PF,MINNESOTA,DEPT OF NATURAL RES.,,1,15.98 inches,4 mph,180 degrees ,30 deg. F,22 deg. F ,75 % ,13.1 volts,19.3 (unk),221 degrees,11 mph,14 w/m2,17207075
-80.79794,25.25417,1030,EVERGLADES PORTABLE 1,18176526,2022/01/25 19:27:00+00,32D782C0,088001,5,,25.25417,-80.79794,FL,Miami-Dade,NPS,SOUTHEAST,EVERGLADES NP,,2,0 inches,4 mph,NO DATA,74 deg. F,NO DATA,60 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18176526
-98.56167,32.86722,1031,POSSUM KINGDOM,17310243,2022/08/31 13:05:00+00,8840A78E,419402,925,Grass/shrub mix,32.86722,-98.56167,TX,Palo Pinto,S&PF,TEXAS,TEXAS FOREST SERVICE,North,A,11.25 inches,3 mph,133 degrees ,75 deg. F,75 deg. F ,96 % ,13 volts,23.2 (unk),103 degrees,9 mph,26 w/m2,17310243
-82.45708,36.8904700000001,1032,FLATWOODS,17048867,2022/08/24 19:11:00+00,3281D630,448502,2308,CLINCH RANGER DISTRICT OFFICERIDGE TOPFIRE WX ZONE:  16,36.89047,-82.45708,VA,Wise,USFS,08,G.WASH & JEFFERSON,CLINCH RD,A,1.27 inches,1 mph,336 degrees ,52 deg. F,67 deg. F ,68 % ,13.2 volts,11.9 (unk),203 degrees,5 mph,778 w/m2,17048867
-122.89194,46.2713900000001,1033,CASTLE ROCK,17388841,2022/03/15 13:09:00+00,3008A200,451207,213,Located at the DNR Pacific Cascade Region Office.,46.27139,-122.89194,WA,Cowlitz,S&PF,WASHINGTON,DEPT. OF NATURAL RES,PACIFIC CASCADE,1,37.73 inches,1 mph,177 degrees ,46 deg. F,NO DATA,100 % ,13.1 volts,NO DATA,171 degrees,6 mph,0 w/m2,17388841
-118.51318,34.43501,1034,SAUGUS,17111352,2022/03/15 12:57:00+00,CA418368,045412,1450,Hilltop above Central Park in Saugus. On Castaic Water Agency land adjacent to farms and native slopes.,34.43501,-118.51318,CA,Los Angeles,S&PF,CALIFORNIA,LOS ANGELES COUNTY,,1,6.89 inches,4 mph,79 degrees ,52 deg. F,47 deg. F ,53 % ,12.8 volts,6.8 (unk),104 degrees,7 mph,0 w/m2,17111352
-108.88031,39.4600300000001,1035,DEMAREE,17067047,2022/07/18 09:49:59+00,3265F06C,051507,7448,"STATION SITS 50YDS NO OF A NATURAL GAS PUMP STATION ON A
FINGER RIDGE RUNNING N/S. RADIO TOWER LOCATED APPROX. 3MI
NW ON GRASSY MTN. SOUTH CANYON APPROX. 2 1/2 MI. WEST.",39.46003,-108.88031,CO,Garfield,BLM,R7 Upper CO Basin,GRAND JUNCTION,,A,4.64 inches,9 mph,198 degrees ,72 deg. F,NO DATA,32 % ,12.8 volts,NO DATA,204 degrees,18 mph,0 w/m2,17067047
-123.55628,46.01147,1036,TIDEWATER,17335341,2022/03/23 05:15:00+00,6000C770,350113,2035,,46.01147,-123.55628,OR,Clatsop,S&PF,OREGON,DEPT OF FORESTRY,Astoria District,1,68.57 inches,2 mph,70 degrees ,52 deg. F,50 deg. F ,100 % ,13 volts,7.8 (unk),77 degrees,5 mph,0 w/m2,17335341
-116.8675,45.31917,1037,HARL BUTTE,17000240,2022/08/10 21:56:00+00,3262B152,351502,6071,"STATION SITS ON SW SLOPE 40 YDS FROM LOOKOUT. MEADOWS WITHVARIOUS GRASSES, FLOWERS, PINE/SPRUCE TIMBER IN ALLDIRECTIONS. SEVEN DEVILS MTNS. VISIBLE TO EAST AT 15-20 MI.RIDGE RUNS NE/SE.",45.31917,-116.8675,OR,Wallowa,USFS,06,WALLOWA-WHITMAN NF,,A,8.27 inches,13 mph,161 degrees ,74 deg. F,NO DATA,51 % ,13.5 volts,NO DATA,154 degrees,26 mph,758 w/m2,17000240
-120.2665,47.81197,1038,WAOWF QD 1705,18294334,2022/05/17 19:25:00+00,32692798,452140,2863,,47.81197,-120.2665,WA,Chelan,USFS,06,OKANOGAN/WENATCHEE,,A,2.54 inches,4 mph,NO DATA,54 deg. F,NO DATA,44 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18294334
-78.02282,35.4280000000001,1039,FINCH'S STATION,17498678,2022/08/31 13:15:00+00,40723676,317501,87,Mowed field.,35.428,-78.02282,NC,Wayne,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,NCFS,A,20.43 inches,2 mph,355 degrees ,79 deg. F,86 deg. F ,80 % ,13.3 volts,19 (unk),354 degrees,5 mph,333 w/m2,17498678
-82.63972,38.6938900000001,1040,DEAN,17079849,2022/03/15 13:12:00+00,3288C31A,338401,993,"Open mowed grass area, 200 ft. wide by several hundred feetlong. Opening surrounded by hardwood trees and brush.Located at the Dean State Forest Ranger Station.",38.69389,-82.63972,OH,Lawrence,USFS,09,WAYNE NF,IRONTON,1,13.24 inches,4 mph,198 degrees ,49 deg. F,49 deg. F ,44 % ,12.9 volts,9.3 (unk),178 degrees,8 mph,59 w/m2,17079849
-121.89962,40.6194800000001,1041,WHITMORE,17105453,2022/06/24 02:26:00+00,CA20C0AA,040615,2499,,40.61948,-121.89962,CA,Shasta,S&PF,CALIFORNIA,CDF,SHASTA-TRINITY UNIT,A,30.04 inches,1 mph,270 degrees ,87 deg. F,88 deg. F ,23 % ,13.4 volts,4.2 (unk),181 degrees,6 mph,141 w/m2,17105453
-105.46972,32.90972,1042,MAYHILL,17041453,2022/03/15 13:02:00+00,3283C0B2,293002,6471,"Weather station sits on old CCC camp site @ Mayhill work-center, one mile East of Mayhill. Rio Penasco River runsWest/East 1/4 mile from the site. Mountains 1/2 mile to theWest begin a rapid rise,& Mts. to Southeast do the same.",32.90972,-105.46972,NM,Otero,USFS,03,LINCOLN NF,SACRAMENTO RD,1,.66 inches,5 mph,253 degrees ,28 deg. F,25 deg. F ,55 % ,12.6 volts,4.5 (unk),250 degrees,11 mph,0 w/m2,17041453
-119.51311,34.44453,1043,CARPINTERIA,,2022/03/21 02:42:00+00,,,,,,,,,,,,,,3.77 inches,10 mph,NO DATA,59 deg. F,NO DATA,27 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19333644
-123.46386,44.25239,1044,VILLAGE CREEK,16854594,2022/03/15 12:54:00+00,324A14E2,352547,1565,STATION LOCATED ON A 20 YARD BY 30 YARD LANDING.STA. IS ON FINGER RIDGE RUNNING SOUTH INTO MAJOR DRAINAGE.ACCESS ROAD IS BLOCKED BY GATE.  STA. 0.1 MI. TO NORTH.THE ROAD ACCESSES THE STATION FROM THE NORTH.,44.25239,-123.46386,OR,Lane,BLM,OREGON,EUGENE,OR & CA RR PROP,1,48.84 inches,1 mph,160 degrees ,43 deg. F,NO DATA,100 % ,13.1 volts,NO DATA,174 degrees,7 mph,0 w/m2,16854594
-108.6107,42.9489,1045,SHARPNOSE,18749966,2022/08/31 12:46:59+00,AAB716BE,481412,5555,Station sits on a bench 2 miles south west from the Little Wind river in Wyoming Big Sage Brush habitat.,42.9489,-108.6107,WY,Fremont,BIA,Rocky Mountain,Wind River Agency,,A,6.14 inches,6 mph,NO DATA,62 deg. F,NO DATA,31 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18749966
-113.3375,34.7761400000001,1046,GOODWIN MESA,16791606,2022/05/02 23:21:00+00,32581688,020507,4311,HIGH DESERT GRASS AND CATUS SMALL ROLLING HILLS.STATION IS IN WILDERNESS AREA,34.77614,-113.3375,AZ,Yavapai,BLM,ARIZONA,COLORADO RIVER,WASHINGTON D.C.,A,1.67 inches,12 mph,206 degrees ,77 deg. F,NO DATA,12 % ,13.3 volts,NO DATA,208 degrees,23 mph,746 w/m2,16791606
-79.2546399999999,38.43861,1047,NORTH ZONE PORTABLE,,2022/01/26 17:13:00+00,,,,,,,,,,,,,,0 inches,4 mph,NO DATA,25 deg. F,NO DATA,75 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18924318
-87.20219,37.2734,1048,GREENVILLE,17361702,2022/08/31 12:56:00+00,403046CE,151191,552,,37.2734,-87.20219,KY,,S&PF,KENTUCKY,DIVISION OF FORESTRY,Kentucky Division of,A,29.94 inches,2 mph,30 degrees ,68 deg. F,74 deg. F ,93 % ,14.1 volts,22.9 (unk),28 degrees,3 mph,203 w/m2,17361702
-120.47281,41.3326700000001,1049,JUNIPER CREEK,16804149,2022/03/15 12:53:00+00,32780410,040308,4636,"STATION SITS IN A VALLEY WITH SMALL SAGEBRUSH AND GRASS,MOUNTAINS TO EAST AND WEST, VALLEY RUNS NORTH TO SOUTH,THERE IS A SMALL RESIVOIR TO THE NORTH WEST 3/4 MI.",41.33267,-120.47281,CA,Modoc,BLM,CALIFORNIA,SUSANVILLE,WASHINGTON D.C.,1,5.29 inches,5 mph,155 degrees ,48 deg. F,NO DATA,43 % ,14.2 volts,NO DATA,316 degrees,15 mph,223 w/m2,16804149
-117.2135,34.29058,1050,ROCK CAMP,17411367,2022/03/15 13:02:00+00,333523E4,045111,4923,open ridge on the back side of the BDF. Open with grass/pineand oak,34.29058,-117.2135,CA,San Bernardino,USFS,05,SAN BERNARDINO NF,MOUNTAINTOP RD,1,18.47 inches,7 mph,155 degrees ,53 deg. F,47 deg. F ,29 % ,12.7 volts,7.6 (unk),163 degrees,11 mph,0 w/m2,17411367
-106.21528,40.3516700000001,1051,WILLOW CREEK,16928042,2022/03/15 12:52:00+00,3235F42E,050304,9750,FIRE WX ZONE: 203MID SLOPE SITE,40.35167,-106.21528,CO,Jackson,USFS,02,ROUTT NF,NORTH PARK RD,1,1.53 inches,5 mph,179 degrees ,21 deg. F,NO DATA,59 % ,13.1 volts,NO DATA,153 degrees,20 mph,0 w/m2,16928042
-108.70731,38.6923600000001,1052,GRAND VALLEY PORTABLE 2,18632485,2022/05/22 16:27:00+00,32B0D2BA,,8880,,38.69236,-108.70731,CO,Mesa,USFS,02,"GM, UNC, & GUNN NF",GRAND VALLEY RD,A,0.01 inches,4 mph,NO DATA,53 deg. F,NO DATA,22 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18632485
-108.6107,42.9489,1053,SHARPNOSE,18749965,2022/03/15 12:46:59+00,AAB716BE,481412,5555,Station sits on a bench 2 miles south west from the Little Wind river in Wyoming Big Sage Brush habitat.,42.9489,-108.6107,WY,Fremont,BIA,Rocky Mountain,Wind River Agency,,1,0.49 inches,9 mph,NO DATA,35 deg. F,NO DATA,59 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18749965
-111.11742,37.9093300000001,1054,CIRCLE CLIFFS,,2022/03/15 12:36:59+00,,,,,,,,,,,,,,30.67 inches,0 mph,NO DATA,28 deg. F,NO DATA,46 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19052300
-94.66756,38.2403100000001,1055,STATE LINE,17512225,2022/08/30 23:47:00+00,3290F5B8,145801,797,,38.24031,-94.66756,KS,Linn,FWS,REGION 6,FLINT HILLS NWR,Marais des Cygnes NW,A,26.45 inches,1 mph,10 degrees ,87 deg. F,NO DATA,37 % ,13 volts,NO DATA,31 degrees,9 mph,227 w/m2,17512225
-107.88269,46.2441400000001,1056,BILLINGS QD #1,17481796,2022/03/15 12:51:00+00,3267E6EE,243703,1022,,46.24414,-107.88269,MT,Yellowstone,BLM,MONTANA,MONTANA STATE OFFICE,BILLINGS,1,.18 inches,8 mph,147 degrees ,43 deg. F,41 deg. F ,50 % ,12.7 volts,10.6 (unk),179 degrees,22 mph,0 w/m2,17481796
-120.70522,38.9041700000001,1057,BALD MTN LOC,16952126,2022/08/31 12:36:00+00,32398322,042603,4613,RIDGE. Bald Mtn. Lookout.,38.90417,-120.70522,CA,El Dorado,USFS,05,ELDORADO NF,CAMINO DISPATCH,A,1.97 inches,1 mph,162 degrees ,73 deg. F,66 deg. F ,22 % ,12.7 volts,6.1 (unk),103 degrees,5 mph,0 w/m2,16952126
-119.06667,48.87528,1058,LOST LAKE,16983105,2022/06/08 09:36:59+00,3249D6F2,452029,3876,RIDGE TOP,48.87528,-119.06667,WA,Okanogan,USFS,06,COLVILLE NF,Tonasket,A,6.31 inches,5 mph,157 degrees ,56 deg. F,53 deg. F ,49 % ,13 volts,10.6 (unk),146 degrees,12 mph,0 w/m2,16983105
-118.96306,34.82361,1059,KRN03 QD,17518359,2022/06/29 13:18:00+00,CA51C7FC,049938,4981,,34.82361,-118.96306,CA,Kern,S&PF,CALIFORNIA,KERN COUNTY FIRE,FIRE,A,9.88 inches,3 mph,268 degrees ,56 deg. F,54 deg. F ,29 % ,12.7 volts,3.6 (unk),316 degrees,7 mph,NO DATA,17518359
-109.26525,39.6336900000001,1060,MCCOOK RIDGE,16870458,2022/04/25 16:27:00+00,324CD132,421405,6722,STATION SITS ON HIGH DESERT PLATEAU IN THE BOOKS CLIFFSAREA.  VEGATATION IS MOSTLY TALL SAGEBRUSH WITH SCATTEREDCHEEK-GRASS.  THERE ARE ALSO SCATTERED JUNIPERS IN THE AREA.,39.63369,-109.26525,UT,Uintah,BLM,UTAH,VERNAL,WASHINGTON D.C.,A,4.3 inches,6 mph,2 degrees ,45 deg. F,NO DATA,55 % ,14 volts,NO DATA,2 degrees,12 mph,698 w/m2,16870458
-117.80969,44.84286,1061,NRAWS 16 (BAKER AIRPORT),18489106,2022/08/31 13:28:00+00,AA11405A,,3363,,44.84286,-117.80969,OR,Baker,NWS,,,Boise WFO,A,4.14 inches,0 mph,NO DATA,47 deg. F,NO DATA,78 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18489106
-105.94842,45.0548600000001,1062,BRADSHAW CREEK,16831794,2022/08/31 13:25:00+00,3255E56A,245203,3930,"SITE IS ON A SADDLE WITH MAJOR RIDGES & COULEES IN ALL
DIRECTIONS. MAJOR DRAINAGES 100 YDS. SOUTH & NORTH.
GRASSLAND WITH SCATTERED CACTUS, SAGEBRUSH & PINE TREES.
SITE IS IN POWDER RIVER DRAINAGE (3 MILES). SITE IS ALSO
AN ACTIVE B-52 FLYWAY.",45.05486,-105.94842,MT,Powder River,BLM,R5 Missouri Basin,MILES CITY,WASHINGTON D.C.,A,8.37 inches,2 mph,230 degrees ,63 deg. F,NO DATA,45 % ,13.1 volts,NO DATA,232 degrees,3 mph,51 w/m2,16831794
-122.90833,46.6100000000001,1063,CHEHALIS,17347111,2022/03/15 13:09:00+00,30075416,451103,262,Located at the old DNR Central Region HQ off I-5 Exit 72.Between main building and old Dispatch office next todefunct weather station.,46.61,-122.90833,WA,Lewis,S&PF,WASHINGTON,DEPT. OF NATURAL RES,PACIFIC CASCADE,1,33.88 inches,2 mph,152 degrees ,47 deg. F,NO DATA,91 % ,12.9 volts,NO DATA,183 degrees,4 mph,0 w/m2,17347111
-118.405,35.6116700000001,1064,LYNCH CANYON,17518617,2022/08/22 16:18:59+00,CA51D48A,049939,3141,,35.61167,-118.405,CA,Kern,S&PF,CALIFORNIA,KERN COUNTY FIRE,,A,.34 inches,4 mph,353 degrees ,83 deg. F,87 deg. F ,25 % ,12.3 volts,4.4 (unk),15 degrees,7 mph,434 w/m2,17518617
-119.77,39.6725000000001,1065,DESERT SPRINGS,16840498,2022/05/02 22:41:00+00,325556E4,260114,5280,"SITS ON KNOLL WITH RADIO TOWER 1 1/12 MI NORTH OF SITE.TRAILER PARK 1 MI SW OF SITE. MAIN HIGHWAY 1 MI NE. HIGHESTPEAK SE OF SITE ELEV APPROX 6200'. ROLLING HILLS, HIGHDESERT SHRUB, JUNIPER, SAGE, CREOLE, CHEATGRASS. RESIDENTIALAREA 6 MI W OF SITE. HEAVY OFF-ROAD USE EVIDENT.",39.6725,-119.77,NV,Washoe,BLM,NEVADA,CARSON CITY,WASHINGTON D.C.,A,.69 inches,35 mph,284 degrees ,55 deg. F,NO DATA,29 % ,13.6 volts,NO DATA,278 degrees,51 mph,710 w/m2,16840498
-105.66872,36.69469,1066,WILD RIVERS,17516318,2022/05/05 00:49:59+00,3291212A,290307,7530,,36.69469,-105.66872,NM,,BLM,NEW MEXICO,TAOS,,A,1.9 inches,13 mph,287 degrees ,53 deg. F,NO DATA,15 % ,13.8 volts,NO DATA,285 degrees,22 mph,306 w/m2,17516318
